,doc_id,agreement_id,sentence_number,entity,entity_type,per_correction,corrected_entity_person,person_affiliation,org_correction,corrected_entity_org,entity_correction,entity_abr
287,3,1519,0, Nationwide Ceasefire Agreement, ORG ,,Other,,,Other,n/a,
288,3,1519,0, NCA, ORG ,,Other,,,Other,n/a,
289,3,1519,0, Republic Union Myanmar, GPE ,,Other,,,Other,n/a,
290,3,1519,0, Ethnic Armed Organizations, ORG ,,Other,,Ethnic Armed Organizations (EAO),ORG,Ethnic Armed Organizations (EAO),EAO
291,3,1519,0, Pyidaungsu Hluttaw, GPE ,,Other,,Hluttaw,ORG,Hluttaw,Hluttaw
292,3,1519,1, Political Dialogue, ORG ,,Other,,,Other,n/a,
293,3,1519,1, Union, ORG ,,Other,,,Other,n/a,
294,3,1519,2, Panglong, ORG ,,Other,,,Other,n/a,
295,3,1519,6, Framework Political Dialogue, ORG ,,Other,,,Other,n/a,
296,3,1519,10, Establish Union, ORG ,,Other,,,Other,n/a,
297,3,1519,11, democratic Union, ORG ,,Other,,,Other,n/a,
298,3,1519,13, Political Dialogue, ORG ,,Other,,,Other,n/a,
299,3,1519,13, Establish Union, ORG ,,Other,,,Other,n/a,
300,3,1519,14, Panglong, ORG ,,Other,,,Other,n/a,
301,3,1519,17, Republic Union Myanmar, GPE ,,Other,,,Other,n/a,
302,3,1519,18, Pyidaungsu Tatmadaw, ORG ,,Other,,Tatmadaw,ORG,Tatmadaw,Tatmadaw
303,3,1519,19, Republic Union Myanmar, GPE ,,Other,,,Other,n/a,
304,3,1519,21, Republic Union Myanmar, GPE ,,Other,,,Other,n/a,
305,3,1519,24, Republic Union Myanmar, GPE ,,Other,,,Other,n/a,
306,3,1519,28, Nationwide Ceasefire Agreement, ORG ,,Other,,,Other,n/a,
307,3,1519,28, Political Dialogue, ORG ,,Other,,,Other,n/a,
308,3,1519,29, Union Peace Conference, ORG ,,Other,,,Other,n/a,
309,3,1519,31, Pyidaungsu Hluttaw, GPE ,,Other,,Hluttaw,ORG,Hluttaw,Hluttaw
310,3,1519,33, Union Peace Dialogue Joint Committee, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
311,3,1519,33, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
312,3,1519,34, National Political Dialogue, ORG ,,Other,,,Other,n/a,
313,3,1519,35, Working Committees, ORG ,,Other,,,Other,n/a,
314,3,1519,35, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
315,3,1519,37, Tatmadaw, PERSON ,,Other,,Tatmadaw,ORG,Tatmadaw,Tatmadaw
316,3,1519,42, Working Committees, ORG ,,Other,,,Other,n/a,
317,3,1519,42, Union Peace Conference, ORG ,,Other,,,Other,n/a,
318,3,1519,44, Nationwide Ceasefire Agreement, ORG ,,Other,,,Other,n/a,
319,3,1519,44, Political Dialogue, ORG ,,Other,,,Other,n/a,
320,3,1519,44, Union Peace Conference, ORG ,,Other,,,Other,n/a,
321,3,1519,45, Tatmadaw, PERSON ,,Other,,Tatmadaw,ORG,Tatmadaw,Tatmadaw
322,3,1519,51, Union Peace Conference, ORG ,,Other,,,Other,n/a,
323,3,1519,53, Working Committees, ORG ,,Other,,,Other,n/a,
324,3,1519,54, Working Committee, ORG ,,Other,,,Other,n/a,
325,3,1519,56, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
326,3,1519,56, Working Committee, ORG ,,Other,,,Other,n/a,
327,3,1519,58, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
328,3,1519,58, Union Peace Conference, ORG ,,Other,,,Other,n/a,
329,3,1519,58, Union Peace, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
330,3,1519,62, Union Peace Conference, ORG ,,Other,,,Other,n/a,
331,3,1519,64, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
332,3,1519,66, Nationwide Ceasefire Agreement, ORG ,,Other,,,Other,n/a,
333,3,1519,66, Political Dialogue, ORG ,,Other,,,Other,n/a,
334,3,1519,75, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
335,3,1519,92, Chapter, PERSON ,,Other,,,Other,n/a,
336,3,1519,92, Political Dialogue, ORG ,,Other,,,Other,n/a,
337,3,1519,92, Nationwide Ceasefire Agreement, ORG ,,Other,,,Other,n/a,
338,3,1519,94, Working Committee, ORG ,,Other,,,Other,n/a,
339,3,1519,96, Union Peace Conference, ORG ,,Other,,,Other,n/a,
340,3,1519,96, Working Committees, ORG ,,Other,,,Other,n/a,
341,3,1519,96, Union, ORG ,,Other,,,Other,n/a,
342,3,1519,98, Union Peace Conference, ORG ,,Other,,,Other,n/a,
343,3,1519,99, Chapter 7 Organization Political Dialogue, ORG ,,Other,,,Other,n/a,
344,3,1519,99, Peace Dialogue Joint Committee, ORG ,,Other,,,Other,n/a,
345,3,1519,99, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
346,3,1519,99, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
347,3,1519,99, Nationwide Ceasefire Agreement, ORG ,,Other,,,Other,n/a,
348,3,1519,99, NCA, ORG ,,Other,,,Other,n/a,
349,3,1519,101, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
350,3,1519,101, Tatmadaw, PERSON ,,Other,,Tatmadaw,ORG,Tatmadaw,Tatmadaw
351,3,1519,101, NCA, ORG ,,Other,,,Other,n/a,
352,3,1519,103, Responsibilities  7.2.1, ORG ,,Other,,,Other,n/a,
353,3,1519,104, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
354,3,1519,106, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
355,3,1519,106, NCA, ORG ,,Other,,,Other,n/a,
356,3,1519,108, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
357,3,1519,108, Pyidaungsu Hluttaw, GPE ,,Other,,Hluttaw,ORG,Hluttaw,Hluttaw
358,3,1519,110, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
359,3,1519,110, Working Committees, ORG ,,Other,,,Other,n/a,
360,3,1519,111, Tatmadaw, PERSON ,,Other,,Tatmadaw,ORG,Tatmadaw,Tatmadaw
361,3,1519,112, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
362,3,1519,112, Secretariat, ORG ,,Other,,,Other,n/a,
363,3,1519,113, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
364,3,1519,114, Secretariat, ORG ,,Other,,,Other,n/a,
365,3,1519,114, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
366,3,1519,115, Topics, ORG ,,Other,,,Other,n/a,
367,3,1519,115, Working Committees, ORG ,,Other,,,Other,n/a,
368,3,1519,118, Working Committees, ORG ,,Other,,,Other,n/a,
369,3,1519,120, Working Committees, ORG ,,Other,,,Other,n/a,
370,3,1519,120, Union Peace Conference, ORG ,,Other,,,Other,n/a,
371,3,1519,122, Working Committees, ORG ,,Other,,,Other,n/a,
372,3,1519,122, Secretariat, ORG ,,Other,,,Other,n/a,
373,3,1519,124, Working Committees, ORG ,,Other,,,Other,n/a,
374,3,1519,126, Working Committee, ORG ,,Other,,,Other,n/a,
375,3,1519,126, Working Committees, ORG ,,Other,,,Other,n/a,
376,3,1519,126, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
377,3,1519,127, Technical Teams, PERSON ,,Other,,,Other,n/a,
378,3,1519,128, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
379,3,1519,128, Technical Team, ORG ,,Other,,,Other,n/a,
380,3,1519,129, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
381,3,1519,129, Union Peace Conference, ORG ,,Other,,,Other,n/a,
382,3,1519,130, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
383,3,1519,131, Union Republic Myanmar, ORG ,,Other,,,Other,n/a,
384,3,1519,132, Panglong, ORG ,,Other,,,Other,n/a,
385,3,1519,141, Pyidaungsu Hluttaw, GPE ,,Other,,Hluttaw,ORG,Hluttaw,Hluttaw
386,3,1519,143, Pyidaungsu Accord, ORG ,,Other,,,Other,n/a,
387,3,1519,143, Parliament, ORG ,,Other,,,Other,n/a,
388,3,1519,150, Political Dialogue, ORG ,,Other,,,Other,n/a,
389,3,1519,150, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
390,3,1519,150, Working Committees, ORG ,,Other,,,Other,n/a,
391,3,1519,153, Political Dialogue, ORG ,,Other,,,Other,n/a,
392,3,1519,153, Framework Political Dialogue, ORG ,,Other,,,Other,n/a,
393,3,1519,153, UPDJC, ORG ,,Other,,Union Peace Dialogue Joint Committee (UPDJC),ORG,Union Peace Dialogue Joint Committee (UPDJC),UPDJC
394,3,1519,154, Nationwide Ceasefire Agreement, ORG ,,Other,,,Other,n/a,
395,4,1544,0, Conduct, PERSON ,,Other,,,Other,n/a,
396,4,1544,0, Accordance, GPE ,,Other,,,Other,n/a,
397,4,1544,0, NCA, ORG ,,Other,,,Other,n/a,
398,4,1544,1, Government Burma, ORG ,,Other,,Government of the Republic of the Union of Myanmar,ORG,Government of the Republic of the Union of Myanmar,Gov. of Myanmar
399,4,1544,1, NCA, ORG ,,Other,,,Other,n/a,
400,4,1544,2, Joint Monitoring Committee, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
401,4,1544,9, NCA, ORG ,,Other,,,Other,n/a,
402,4,1544,9, Tamataw, GPE ,,Other,,,Other,n/a,
403,4,1544,14, NCA, ORG ,,Other,,,Other,n/a,
404,4,1544,16, Tamataw, GPE ,,Other,,,Other,n/a,
405,4,1544,28, healthcare, ORG ,,Other,,,Other,n/a,
406,4,1544,35, Ceasefire, GPE ,,Other,,,Other,n/a,
407,4,1544,40, NCA, ORG ,,Other,,,Other,n/a,
408,4,1544,40, Security  Sectors Reforms, ORG ,,Other,,,Other,n/a,
409,4,1544,47, NCA, ORG ,,Other,,,Other,n/a,
410,4,1544,47, NCA, ORG ,,Other,,,Other,n/a,
411,4,1544,50, Tamataw, GPE ,,Other,,,Other,n/a,
412,4,1544,54, Tamataw, GPE ,,Other,,,Other,n/a,
413,4,1544,56, NCA, ORG ,,Other,,,Other,n/a,
414,4,1544,57, Tamataw, GPE ,,Other,,,Other,n/a,
415,4,1544,61, JICM, ORG ,,Other,,,Other,n/a,
416,4,1544,62, Naypyitaw, GPE ,,Other,,,Other,n/a,
417,4,1544,62, NCA, ORG ,,Other,,,Other,n/a,
418,4,1544,65, Gen. Ya Pyit, PERSON ,Lt. Gen. Ya Pyit,PER,Government of the Republic of the Union of Myanmar,,Other,Lt. Gen. Ya Pyit,
419,4,1544,67, U Khin Maung Soe  Union, PERSON ,U Khin Maung Soe,PER,Government of the Republic of the Union of Myanmar,,Other,U Khin Maung Soe,
420,4,1544,69, Gen. Ye Aung  Chief, PERSON ,Lt. Gen. Ye Aung,PER,Government of the Republic of the Union of Myanmar,,Other,Lt. Gen. Ye Aung,
421,4,1544,71, Tun Tun Naung, PERSON ,Maj. Gen. Tun Tun Naung,PER,Government of the Republic of the Union of Myanmar,,Other,Maj. Gen. Tun Tun Naung,
422,4,1544,74, Aung Kyaw Zaw, PERSON ,Maj. Gen. Aung Kyaw Zaw,PER,Government of the Republic of the Union of Myanmar,,Other,Maj. Gen. Aung Kyaw Zaw,
423,4,1544,77, Naung, GPE ,,Other,,,Other,n/a,
424,4,1544,79, U Myint Soe  Retired Lt, ORG ,U Myint Soe,PER,Government of the Republic of the Union of Myanmar,,Other,U Myint Soe,
425,4,1544,82, Aung Soe , PERSON ,,Other,,,Other,n/a,
426,4,1544,82, Ministry Interior , ORG ,,Other,,,Other,n/a,
427,4,1544,84, Ministry Defense ( Army, ORG ,,Other,,,Other,n/a,
428,4,1544,85, Min Zaw, PERSON ,Dr. Min Zaw Oo,PER,Government of the Republic of the Union of Myanmar,,Other,Dr. Min Zaw Oo,
429,4,1544,85, MPC, ORG ,,Other,,,Other,n/a,
430,4,1544,87, Gen. Saw Isaac Poe  Quartermaster General, PERSON ,Maj. Gen. Saw Isaac Poe,PER,KNU,,Other,Maj. Gen. Saw Isaac Poe,
431,4,1544,87, KNLA  Permanent Central Committee, ORG ,,Other,,Karen National Union (KNU)/Karen National Liberation Army (KNLA),ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
432,4,1544,87, KNU, ORG ,,Other,,Karen National Union (KNU)/Karen National Liberation Army (KNLA),ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
433,4,1544,89, Gen. Saw Nay Soe Mya  Adjutant General, PERSON ,Maj. Gen. Saw Nay Soe Mya,PER,KNU,,Other,Maj. Gen. Saw Nay Soe Mya,
434,4,1544,89, KNU / KNLA, ORG ,,Other,,Karen National Union (KNU)/Karen National Liberation Army (KNLA),ORG,Karen National Union (KNU)/Karen National Liberation Army (KNLA),KNU/KNLA
435,4,1544,90, Shwe Kah, PERSON ,Dr. Shwe Kah,PER,CNF,,Other,Dr. Shwe Kah,
436,4,1544,90, CNF, ORG ,,Other,,Chin National Front (CNF),ORG,Chin National Front (CNF),CNF
437,4,1544,92, Saw Kyaw Htay, PERSON ,Col. Saw Kyaw Than Htay,PER,,,Other,Col. Saw Kyaw Than Htay,
438,4,1544,92, Liaison Officer, PERSON ,,Other,,,Other,n/a,
439,4,1544,95, Khun Aung Mang  PNLO, PERSON ,Lt. Col. Khun Aung Mang,PER,PNLO,,Other,Lt. Col. Khun Aung Mang,
440,4,1544,96, Salai Yaw Aung  ABSDF, PERSON ,Salai Yaw Aung,PER,ABSDF,,Other,Salai Yaw Aung,
441,4,1544,100, Hsaung Han, PERSON ,Col. Hsaung Han,PER,RCSS,,Other,Col. Hsaung Han,
442,4,1544,102, Sai Liang , PERSON ,Sai Liang,PER,RCSS,,Other,Sai Liang,
443,5,1545,0, Joint Monitoring Committee Guideline, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
444,5,1545,1, Nationwide Ceasefire Agreement, ORG ,,Other,,,Other,n/a,
445,5,1545,1, NCA, ORG ,,Other,,,Other,n/a,
446,5,1545,1, Naypyitaw, GPE ,,Other,,,Other,n/a,
447,5,1545,2, Ceasefire Joint Monitoring Committee, ORG ,,Other,,Joint Ceasefire Monitoring Committee (JCMC),ORG,Joint Ceasefire Monitoring Committee (JCMC),JCMC
448,5,1545,2, NCA, ORG ,,Other,,,Other,n/a,
449,5,1545,7, Ceasefire Joint Monitoring Committee, ORG ,,Other,,Joint Ceasefire Monitoring Committee (JCMC),ORG,Joint Ceasefire Monitoring Committee (JCMC),JCMC
450,5,1545,10, NCA, ORG ,,Other,,,Other,n/a,
451,5,1545,11, NCA, ORG ,,Other,,,Other,n/a,
452,5,1545,14, Joint Ceasefire Monitoring Committee, ORG ,,Other,,Joint Ceasefire Monitoring Committee (JCMC),ORG,Joint Ceasefire Monitoring Committee (JCMC),JCMC
453,5,1545,14, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
454,5,1545,15, NCA, ORG ,,Other,,,Other,n/a,
455,5,1545,15, Union Level Joint Ceasefire Monitoring Committee, ORG ,,Other,,Joint Ceasefire Monitoring Committee (JCMC),ORG,Joint Ceasefire Monitoring Committee (JCMC),JCMC
456,5,1545,15, Union Level Joint Ceasefire Monitoring Committee, ORG ,,Other,,Joint Ceasefire Monitoring Committee (JCMC),ORG,Joint Ceasefire Monitoring Committee (JCMC),JCMC
457,5,1545,15, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
458,5,1545,17, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
459,5,1545,18, Chairperson, PERSON ,,Other,,,Other,n/a,
460,5,1545,23, Committee, ORG ,,Other,,,Other,n/a,
461,5,1545,23, JICM, ORG ,,Other,,,Other,n/a,
462,5,1545,25, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
463,5,1545,25, NCA, ORG ,,Other,,,Other,n/a,
464,5,1545,26, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
465,5,1545,27, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
466,5,1545,29, JICM, PERSON ,,Other,,,Other,n/a,
467,5,1545,31, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
468,5,1545,38, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
469,5,1545,38, JICM, ORG ,,Other,,,Other,n/a,
470,5,1545,40, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
471,5,1545,40, JICM, ORG ,,Other,,,Other,n/a,
472,5,1545,41, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
473,5,1545,41, International Community, ORG ,,Other,,,Other,n/a,
474,5,1545,43, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
475,5,1545,43, JICM, ORG ,,Other,,,Other,n/a,
476,5,1545,45, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
477,5,1545,46, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
478,5,1545,48, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
479,5,1545,48, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
480,5,1545,48, JICM, ORG ,,Other,,,Other,n/a,
481,5,1545,50, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
482,5,1545,50, Local Level Joint Ceasefire Monitoring Committee, ORG ,,Other,,Joint Ceasefire Monitoring Committee (JCMC),ORG,Joint Ceasefire Monitoring Committee (JCMC),JCMC
483,5,1545,50, JMC - L, ORG ,,Other,,Local Level Joint Ceasefire Monitoring Committee (JMC-L),ORG,Local Level Joint Ceasefire Monitoring Committee (JMC-L),JMC-L
484,5,1545,50, JMC - S., ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
485,5,1545,51, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
486,5,1545,51, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
487,5,1545,51, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
488,5,1545,51, JMC - S. , ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
489,5,1545,52, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
490,5,1545,52, JMC - S., ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
491,5,1545,53, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
492,5,1545,53, Verification Teams, ORG ,,Other,,,Other,n/a,
493,5,1545,55, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
494,5,1545,57, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
495,5,1545,58, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
496,5,1545,60, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
497,5,1545,62, NCA, ORG ,,Other,,,Other,n/a,
498,5,1545,62, JMC, ORG ,,Other,,Joint Monitoring Committee (JMC),ORG,Joint Monitoring Committee (JMC),JMC
499,5,1545,64, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
500,5,1545,66, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
501,5,1545,66, Verification Teams, ORG ,,Other,,,Other,n/a,
502,5,1545,68, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
503,5,1545,68, JMC - S., ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
504,5,1545,69, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
505,5,1545,72, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
506,5,1545,72, JMC - U.  Meetings Resolutions, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
507,5,1545,73, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
508,5,1545,75, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
509,5,1545,76, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
510,5,1545,78, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
511,5,1545,82, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
512,5,1545,82, JICM, ORG ,,Other,,,Other,n/a,
513,5,1545,84, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
514,5,1545,86, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
515,5,1545,87, Joint Ceasefire Monitoring Committee, ORG ,,Other,,Joint Ceasefire Monitoring Committee (JCMC),ORG,Joint Ceasefire Monitoring Committee (JCMC),JCMC
516,5,1545,87, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
517,5,1545,88, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
518,5,1545,88, JMC - U, ORG ,,Other,,Union Level Joint Ceasefire Monitoring Committee (JMC-U),ORG,Union Level Joint Ceasefire Monitoring Committee (JMC-U),JMC-U
519,5,1545,90, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
520,5,1545,93, Civilian, ORG ,,Other,,,Other,n/a,
521,5,1545,94, Ministry Security, ORG ,,Other,,,Other,n/a,
522,5,1545,94, State / Division , ORG ,,Other,,,Other,n/a,
523,5,1545,94, State / Division , ORG ,,Other,,,Other,n/a,
524,5,1545,94, EAOs , PERSON ,,Other,,,Other,n/a,
525,5,1545,94, ee ) EAOs , ORG ,,Other,,Ethnic Armed Organizations (EAO),ORG,Ethnic Armed Organizations (EAO),EAO
526,5,1545,94, EAOs , PERSON ,,Other,,,Other,n/a,
527,5,1545,94, Civilians, ORG ,,Other,,,Other,n/a,
528,5,1545,96, General Staff, ORG ,,Other,,,Other,n/a,
529,5,1545,96, JMC - S, ORG ,,Other,,State Level Joint Ceasefire Monitoring Committee (JMC-S),ORG,State Level Joint Ceasefire Monitoring Committee (JMC-S),JMC-S
530,5,1545,96, JMC - U. , ORG ,,Other,,,Other,n/a,
